Landtagswahl 1994, 13.03.1994 (Bericht wurde generiert am 16.08.2013 um 11:09)
Bezirk_Id;Bezirk;Gemeinde_Id;Gemeinde;Wahlberechtigte männlich;Wahlberechtigte weiblich;Auslandstiroler Wahlberechtigte männlich;Auslandstiroler Wahlberechtigte weiblich;Wahlberechtigte gesamt;Abgegebene Stimmen;Wahlbeteiligung;Gültige Stimmen;Ungültige Stimmen;Nr./Wählergruppe1;Name/Wählergruppe1;Stimmen/Wählergruppe1;Prozente/Wählergruppe1;Nr./Wählergruppe2;Name/Wählergruppe2;Stimmen/Wählergruppe2;Prozente/Wählergruppe2;Nr./Wählergruppe3;Name/Wählergruppe3;Stimmen/Wählergruppe3;Prozente/Wählergruppe3;Nr./Wählergruppe4;Name/Wählergruppe4;Stimmen/Wählergruppe4;Prozente/Wählergruppe4;Nr./Wählergruppe5;Name/Wählergruppe5;Stimmen/Wählergruppe5;Prozente/Wählergruppe5;Nr./Wählergruppe6;Name/Wählergruppe6;Stimmen/Wählergruppe6;Prozente/Wählergruppe6;Nr./Wählergruppe7;Name/Wählergruppe7;Stimmen/Wählergruppe7;Prozente/Wählergruppe7;Nr./Wählergruppe8;Name/Wählergruppe8;Stimmen/Wählergruppe8;Prozente/Wählergruppe8;
702;Imst;70210;Mils bei Imst;168;151;0;0;319;283;88,71;270;13;1;VP Tirol;180;66,67;2;SPÖ;29;10,74;3;FPÖ;36;13,33;4;Grüne;21;7,78;5;DU;0;0,00;6;Liberales Forum;4;1,48;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70211;Mötz;348;377;0;0;725;648;89,38;598;50;1;VP Tirol;298;49,83;2;SPÖ;93;15,55;3;FPÖ;100;16,72;4;Grüne;60;10,03;5;DU;12;2,01;6;Liberales Forum;35;5,85;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70212;Nassereith;672;754;0;0;1426;1182;82,89;1066;116;1;VP Tirol;534;50,09;2;SPÖ;154;14,45;3;FPÖ;243;22,80;4;Grüne;98;9,19;5;DU;14;1,31;6;Liberales Forum;23;2,16;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70213;Obsteig;309;298;0;0;607;503;82,87;471;32;1;VP Tirol;290;61,57;2;SPÖ;36;7,64;3;FPÖ;77;16,35;4;Grüne;44;9,34;5;DU;9;1,91;6;Liberales Forum;15;3,18;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70214;Ötz;718;773;0;0;1491;1307;87,66;1204;103;1;VP Tirol;846;70,27;2;SPÖ;88;7,31;3;FPÖ;123;10,22;4;Grüne;104;8,64;5;DU;19;1,58;6;Liberales Forum;24;1,99;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70215;Rietz;595;650;0;0;1245;1130;90,76;1031;99;1;VP Tirol;456;44,23;2;SPÖ;296;28,71;3;FPÖ;151;14,65;4;Grüne;75;7,27;5;DU;19;1,84;6;Liberales Forum;34;3,30;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70216;Roppen;500;523;0;0;1023;921;90,03;860;61;1;VP Tirol;503;58,49;2;SPÖ;198;23,02;3;FPÖ;67;7,79;4;Grüne;58;6,74;5;DU;19;2,21;6;Liberales Forum;15;1,74;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70218;Sautens;395;449;0;0;844;735;87,09;689;46;1;VP Tirol;423;61,39;2;SPÖ;80;11,61;3;FPÖ;80;11,61;4;Grüne;44;6,39;5;DU;17;2,47;6;Liberales Forum;45;6,53;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70219;Silz;787;877;0;0;1664;1442;86,66;1348;94;1;VP Tirol;753;55,86;2;SPÖ;276;20,47;3;FPÖ;157;11,65;4;Grüne;122;9,05;5;DU;14;1,04;6;Liberales Forum;26;1,93;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70220;Sölden;986;1046;0;0;2032;1750;86,12;1669;81;1;VP Tirol;1346;80,65;2;SPÖ;40;2,40;3;FPÖ;91;5,45;4;Grüne;108;6,47;5;DU;69;4,13;6;Liberales Forum;15;0,90;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70217;St. Leonhard im Pitztal;503;492;0;0;995;857;86,13;817;40;1;VP Tirol;666;81,52;2;SPÖ;27;3,30;3;FPÖ;46;5,63;4;Grüne;28;3,43;5;DU;33;4,04;6;Liberales Forum;17;2,08;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70221;Stams;410;438;0;0;848;754;88,92;702;52;1;VP Tirol;373;53,13;2;SPÖ;113;16,10;3;FPÖ;128;18,23;4;Grüne;63;8,97;5;DU;9;1,28;6;Liberales Forum;16;2,28;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70222;Tarrenz;736;842;0;0;1578;1371;86,88;1256;115;1;VP Tirol;595;47,37;2;SPÖ;214;17,04;3;FPÖ;307;24,44;4;Grüne;101;8,04;5;DU;16;1,27;6;Liberales Forum;23;1,83;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70223;Umhausen;858;868;0;0;1726;1554;90,03;1477;77;1;VP Tirol;1067;72,24;2;SPÖ;157;10,63;3;FPÖ;126;8,53;4;Grüne;60;4,06;5;DU;48;3,25;6;Liberales Forum;19;1,29;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
702;Imst;70224;Wenns;663;710;0;0;1373;1252;91,19;1147;105;1;VP Tirol;749;65,30;2;SPÖ;162;14,12;3;FPÖ;111;9,68;4;Grüne;76;6,63;5;DU;30;2,62;6;Liberales Forum;19;1,66;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
703;Innsbruck-Land;70301;Absam;2092;2264;0;0;4356;3986;91,51;3627;359;1;VP Tirol;1377;37,97;2;SPÖ;921;25,39;3;FPÖ;634;17,48;4;Grüne;445;12,27;5;DU;63;1,74;6;Liberales Forum;166;4,58;7;VGÖ;7;0,19;8;ÖNP;14;0,39;
703;Innsbruck-Land;70302;Aldrans;633;669;0;0;1302;1122;86,18;1045;77;1;VP Tirol;486;46,51;2;SPÖ;131;12,54;3;FPÖ;174;16,65;4;Grüne;155;14,83;5;DU;30;2,87;6;Liberales Forum;63;6,03;7;VGÖ;2;0,19;8;ÖNP;4;0,38;
703;Innsbruck-Land;70303;Ampass;388;402;0;0;790;701;88,73;657;44;1;VP Tirol;272;41,40;2;SPÖ;81;12,33;3;FPÖ;118;17,96;4;Grüne;111;16,89;5;DU;18;2,74;6;Liberales Forum;47;7,15;7;VGÖ;0;0,00;8;ÖNP;10;1,52;
703;Innsbruck-Land;70304;Axams;1687;1795;0;0;3482;3128;89,83;2810;318;1;VP Tirol;1084;38,58;2;SPÖ;599;21,32;3;FPÖ;499;17,76;4;Grüne;404;14,38;5;DU;52;1,85;6;Liberales Forum;151;5,37;7;VGÖ;11;0,39;8;ÖNP;10;0,36;
703;Innsbruck-Land;70305;Baumkirchen;339;362;0;0;701;641;91,44;592;49;1;VP Tirol;256;43,24;2;SPÖ;129;21,79;3;FPÖ;109;18,41;4;Grüne;67;11,32;5;DU;11;1,86;6;Liberales Forum;14;2,36;7;VGÖ;2;0,34;8;ÖNP;4;0,68;
703;Innsbruck-Land;70306;Birgitz;405;389;0;0;794;725;91,31;654;71;1;VP Tirol;309;47,25;2;SPÖ;69;10,55;3;FPÖ;148;22,63;4;Grüne;73;11,16;5;DU;11;1,68;6;Liberales Forum;41;6,27;7;VGÖ;1;0,15;8;ÖNP;2;0,31;
703;Innsbruck-Land;70307;Ellbögen;352;355;0;0;707;663;93,78;616;47;1;VP Tirol;364;59,09;2;SPÖ;93;15,10;3;FPÖ;81;13,15;4;Grüne;54;8,77;5;DU;4;0,65;6;Liberales Forum;17;2,76;7;VGÖ;0;0,00;8;ÖNP;3;0,49;
703;Innsbruck-Land;70308;Flaurling;341;372;0;0;713;662;92,85;612;50;1;VP Tirol;329;53,76;2;SPÖ;129;21,08;3;FPÖ;67;10,95;4;Grüne;50;8,17;5;DU;12;1,96;6;Liberales Forum;22;3,59;7;VGÖ;2;0,33;8;ÖNP;1;0,16;
703;Innsbruck-Land;70309;Fritzens;660;683;0;0;1343;1243;92,55;1138;105;1;VP Tirol;444;39,02;2;SPÖ;255;22,41;3;FPÖ;278;24,43;4;Grüne;92;8,08;5;DU;14;1,23;6;Liberales Forum;51;4,48;7;VGÖ;2;0,18;8;ÖNP;2;0,18;
703;Innsbruck-Land;70310;Fulpmes;1106;1141;0;0;2247;2020;89,90;1889;131;1;VP Tirol;806;42,67;2;SPÖ;326;17,26;3;FPÖ;391;20,70;4;Grüne;213;11,28;5;DU;101;5,35;6;Liberales Forum;44;2,33;7;VGÖ;4;0,21;8;ÖNP;4;0,21;
703;Innsbruck-Land;70311;Gnadenwald;189;196;0;0;385;348;90,39;334;14;1;VP Tirol;225;67,37;2;SPÖ;28;8,38;3;FPÖ;29;8,68;4;Grüne;32;9,58;5;DU;6;1,80;6;Liberales Forum;13;3,89;7;VGÖ;1;0,30;8;ÖNP;0;0,00;
703;Innsbruck-Land;70312;Götzens;1096;1237;0;0;2333;2064;88,47;1872;192;1;VP Tirol;752;40,17;2;SPÖ;396;21,15;3;FPÖ;363;19,39;4;Grüne;214;11,43;5;DU;50;2,67;6;Liberales Forum;90;4,81;7;VGÖ;4;0,21;8;ÖNP;3;0,16;
703;Innsbruck-Land;70313;Gries am Brenner;496;474;0;0;970;848;87,42;801;47;1;VP Tirol;415;51,81;2;SPÖ;124;15,48;3;FPÖ;125;15,61;4;Grüne;99;12,36;5;DU;23;2,87;6;Liberales Forum;12;1,50;7;VGÖ;2;0,25;8;ÖNP;1;0,12;
703;Innsbruck-Land;70314;Gries im Sellrain;203;201;0;0;404;346;85,64;299;47;1;VP Tirol;185;61,87;2;SPÖ;55;18,39;3;FPÖ;41;13,71;4;Grüne;9;3,01;5;DU;5;1,67;6;Liberales Forum;3;1,00;7;VGÖ;0;0,00;8;ÖNP;1;0,33;
703;Innsbruck-Land;70315;Grinzens;434;490;0;0;924;797;86,26;731;66;1;VP Tirol;347;47,47;2;SPÖ;137;18,74;3;FPÖ;123;16,83;4;Grüne;71;9,71;5;DU;20;2,74;6;Liberales Forum;29;3,97;7;VGÖ;1;0,14;8;ÖNP;3;0,41;
703;Innsbruck-Land;70317;Gschnitz;175;167;0;0;342;312;91,23;283;29;1;VP Tirol;174;61,48;2;SPÖ;35;12,37;3;FPÖ;37;13,07;4;Grüne;10;3,53;5;DU;22;7,77;6;Liberales Forum;5;1,77;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
703;Innsbruck-Land;70354;Hall in Tirol;3632;4502;0;0;8134;7244;89,06;6668;576;1;VP Tirol;2563;38,44;2;SPÖ;1538;23,07;3;FPÖ;1157;17,35;4;Grüne;924;13,86;5;DU;121;1,81;6;Liberales Forum;303;4,54;7;VGÖ;27;0,40;8;ÖNP;35;0,52;
703;Innsbruck-Land;70318;Hatting;312;313;0;0;625;557;89,12;518;39;1;VP Tirol;261;50,39;2;SPÖ;119;22,97;3;FPÖ;60;11,58;4;Grüne;53;10,23;5;DU;4;0,77;6;Liberales Forum;19;3,67;7;VGÖ;0;0,00;8;ÖNP;2;0,39;
703;Innsbruck-Land;70319;Inzing;997;1059;0;0;2056;1876;91,25;1717;159;1;VP Tirol;775;45,14;2;SPÖ;355;20,68;3;FPÖ;239;13,92;4;Grüne;214;12,46;5;DU;37;2,15;6;Liberales Forum;79;4,60;7;VGÖ;3;0,17;8;ÖNP;15;0,87;
703;Innsbruck-Land;70320;Kematen in Tirol;775;857;0;0;1632;1432;87,75;1325;107;1;VP Tirol;555;41,89;2;SPÖ;259;19,55;3;FPÖ;243;18,34;4;Grüne;142;10,72;5;DU;35;2,64;6;Liberales Forum;77;5,81;7;VGÖ;5;0,38;8;ÖNP;9;0,68;
703;Innsbruck-Land;70322;Kolsass;454;475;0;0;929;841;90,53;756;85;1;VP Tirol;367;48,54;2;SPÖ;111;14,68;3;FPÖ;154;20,37;4;Grüne;76;10,05;5;DU;9;1,19;6;Liberales Forum;35;4,63;7;VGÖ;1;0,13;8;ÖNP;3;0,40;
703;Innsbruck-Land;70323;Kolsassberg;223;241;0;0;464;418;90,09;384;34;1;VP Tirol;197;51,30;2;SPÖ;58;15,10;3;FPÖ;88;22,92;4;Grüne;32;8,33;5;DU;2;0,52;6;Liberales Forum;4;1,04;7;VGÖ;0;0,00;8;ÖNP;3;0,78;
703;Innsbruck-Land;70325;Lans;303;306;0;0;609;505;82,92;490;15;1;VP Tirol;246;50,20;2;SPÖ;54;11,02;3;FPÖ;80;16,33;4;Grüne;70;14,29;5;DU;13;2,65;6;Liberales Forum;23;4,69;7;VGÖ;1;0,20;8;ÖNP;3;0,61;
703;Innsbruck-Land;70326;Leutasch;631;712;0;0;1343;1169;87,04;1051;118;1;VP Tirol;621;59,09;2;SPÖ;68;6,47;3;FPÖ;182;17,32;4;Grüne;94;8,94;5;DU;52;4,95;6;Liberales Forum;31;2,95;7;VGÖ;2;0,19;8;ÖNP;1;0,10;
703;Innsbruck-Land;70327;Matrei am Brenner;368;393;0;0;761;694;91,20;641;53;1;VP Tirol;274;42,75;2;SPÖ;162;25,27;3;FPÖ;83;12,95;4;Grüne;92;14,35;5;DU;9;1,40;6;Liberales Forum;19;2,96;7;VGÖ;0;0,00;8;ÖNP;2;0,31;
703;Innsbruck-Land;70328;Mieders;406;421;0;0;827;745;90,08;690;55;1;VP Tirol;322;46,67;2;SPÖ;89;12,90;3;FPÖ;120;17,39;4;Grüne;100;14,49;5;DU;23;3,33;6;Liberales Forum;30;4,35;7;VGÖ;5;0,72;8;ÖNP;1;0,14;
703;Innsbruck-Land;70329;Mils;1247;1348;0;0;2595;2336;90,02;2187;149;1;VP Tirol;873;39,92;2;SPÖ;326;14,91;3;FPÖ;442;20,21;4;Grüne;340;15,55;5;DU;50;2,29;6;Liberales Forum;144;6,58;7;VGÖ;5;0,23;8;ÖNP;7;0,32;
703;Innsbruck-Land;70330;Mühlbachl;426;469;0;0;895;803;89,72;716;87;1;VP Tirol;370;51,68;2;SPÖ;177;24,72;3;FPÖ;77;10,75;4;Grüne;57;7,96;5;DU;15;2,09;6;Liberales Forum;18;2,51;7;VGÖ;0;0,00;8;ÖNP;2;0,28;
703;Innsbruck-Land;70331;Mutters;635;703;0;0;1338;1199;89,61;1120;79;1;VP Tirol;600;53,57;2;SPÖ;99;8,84;3;FPÖ;160;14,29;4;Grüne;156;13,93;5;DU;44;3,93;6;Liberales Forum;56;5,00;7;VGÖ;1;0,09;8;ÖNP;4;0,36;
703;Innsbruck-Land;70332;Natters;596;650;0;0;1246;1120;89,89;1055;65;1;VP Tirol;505;47,87;2;SPÖ;131;12,42;3;FPÖ;141;13,36;4;Grüne;193;18,29;5;DU;22;2,09;6;Liberales Forum;54;5,12;7;VGÖ;5;0,47;8;ÖNP;4;0,38;
703;Innsbruck-Land;70333;Navis;650;658;0;0;1308;1213;92,74;1141;72;1;VP Tirol;729;63,89;2;SPÖ;171;14,99;3;FPÖ;133;11,66;4;Grüne;71;6,22;5;DU;13;1,14;6;Liberales Forum;22;1,93;7;VGÖ;0;0,00;8;ÖNP;2;0,18;
703;Innsbruck-Land;70334;Neustift im Stubaital;1333;1356;0;0;2689;2372;88,21;2224;148;1;VP Tirol;1273;57,24;2;SPÖ;188;8,45;3;FPÖ;309;13,89;4;Grüne;203;9,13;5;DU;196;8,81;6;Liberales Forum;43;1,93;7;VGÖ;6;0,27;8;ÖNP;6;0,27;
703;Innsbruck-Land;70335;Oberhofen im Inntal;490;498;0;0;988;914;92,51;850;64;1;VP Tirol;418;49,18;2;SPÖ;205;24,12;3;FPÖ;119;14,00;4;Grüne;74;8,71;5;DU;19;2,24;6;Liberales Forum;13;1,53;7;VGÖ;1;0,12;8;ÖNP;1;0,12;
703;Innsbruck-Land;70336;Obernberg am Brenner;143;133;0;0;276;251;90,94;239;12;1;VP Tirol;180;75,31;2;SPÖ;11;4,60;3;FPÖ;24;10,04;4;Grüne;16;6,69;5;DU;3;1,26;6;Liberales Forum;1;0,42;7;VGÖ;1;0,42;8;ÖNP;3;1,26;
703;Innsbruck-Land;70337;Oberperfuss;814;835;0;0;1649;1514;91,81;1399;115;1;VP Tirol;767;54,82;2;SPÖ;236;16,87;3;FPÖ;160;11,44;4;Grüne;150;10,72;5;DU;25;1,79;6;Liberales Forum;52;3,72;7;VGÖ;4;0,29;8;ÖNP;5;0,36;
703;Innsbruck-Land;70338;Patsch;290;323;0;0;613;559;91,19;525;34;1;VP Tirol;223;42,48;2;SPÖ;147;28,00;3;FPÖ;60;11,43;4;Grüne;64;12,19;5;DU;6;1,14;6;Liberales Forum;22;4,19;7;VGÖ;1;0,19;8;ÖNP;2;0,38;
703;Innsbruck-Land;70339;Pettnau;322;288;0;0;610;525;86,07;486;39;1;VP Tirol;259;53,29;2;SPÖ;60;12,35;3;FPÖ;84;17,28;4;Grüne;53;10,91;5;DU;9;1,85;6;Liberales Forum;20;4,12;7;VGÖ;0;0,00;8;ÖNP;1;0,21;
703;Innsbruck-Land;70340;Pfaffenhofen;304;335;0;0;639;563;88,11;489;74;1;VP Tirol;180;36,81;2;SPÖ;179;36,61;3;FPÖ;62;12,68;4;Grüne;39;7,98;5;DU;8;1,64;6;Liberales Forum;18;3,68;7;VGÖ;1;0,20;8;ÖNP;2;0,41;
703;Innsbruck-Land;70341;Pfons;396;409;0;0;805;730;90,68;660;70;1;VP Tirol;372;56,36;2;SPÖ;110;16,67;3;FPÖ;51;7,73;4;Grüne;103;15,61;5;DU;14;2,12;6;Liberales Forum;5;0,76;7;VGÖ;3;0,45;8;ÖNP;2;0,30;
703;Innsbruck-Land;70342;Polling in Tirol;258;241;0;0;499;431;86,37;393;38;1;VP Tirol;187;47,58;2;SPÖ;83;21,12;3;FPÖ;86;21,88;4;Grüne;23;5,85;5;DU;8;2,04;6;Liberales Forum;3;0,76;7;VGÖ;0;0,00;8;ÖNP;3;0,76;
703;Innsbruck-Land;70343;Ranggen;263;254;0;0;517;480;92,84;442;38;1;VP Tirol;253;57,24;2;SPÖ;59;13,35;3;FPÖ;51;11,54;4;Grüne;46;10,41;5;DU;12;2,71;6;Liberales Forum;20;4,52;7;VGÖ;1;0,23;8;ÖNP;0;0,00;
703;Innsbruck-Land;70344;Reith bei Seefeld;322;346;0;0;668;562;84,13;505;57;1;VP Tirol;188;37,23;2;SPÖ;65;12,87;3;FPÖ;134;26,53;4;Grüne;56;11,09;5;DU;32;6,34;6;Liberales Forum;26;5,15;7;VGÖ;1;0,20;8;ÖNP;3;0,59;
703;Innsbruck-Land;70345;Rinn;396;419;0;0;815;761;93,37;714;47;1;VP Tirol;350;49,02;2;SPÖ;102;14,29;3;FPÖ;136;19,05;4;Grüne;71;9,94;5;DU;16;2,24;6;Liberales Forum;31;4,34;7;VGÖ;4;0,56;8;ÖNP;4;0,56;
703;Innsbruck-Land;70346;Rum;2717;3115;0;0;5832;5225;89,59;4872;353;1;VP Tirol;1348;27,67;2;SPÖ;1826;37,48;3;FPÖ;708;14,53;4;Grüne;626;12,85;5;DU;96;1,97;6;Liberales Forum;224;4,60;7;VGÖ;17;0,35;8;ÖNP;27;0,55;
703;Innsbruck-Land;70348;Scharnitz;392;465;0;0;857;712;83,08;638;74;1;VP Tirol;296;46,39;2;SPÖ;125;19,59;3;FPÖ;108;16,93;4;Grüne;79;12,38;5;DU;7;1,10;6;Liberales Forum;17;2,66;7;VGÖ;2;0,31;8;ÖNP;4;0,63;
703;Innsbruck-Land;70349;Schmirn;335;312;0;0;647;597;92,27;564;33;1;VP Tirol;429;76,06;2;SPÖ;62;10,99;3;FPÖ;37;6,56;4;Grüne;24;4,26;5;DU;2;0,35;6;Liberales Forum;10;1,77;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
703;Innsbruck-Land;70350;Schönberg im Stubaital;312;309;0;0;621;536;86,31;486;50;1;VP Tirol;243;50,00;2;SPÖ;77;15,84;3;FPÖ;54;11,11;4;Grüne;66;13,58;5;DU;24;4,94;6;Liberales Forum;17;3,50;7;VGÖ;2;0,41;8;ÖNP;3;0,62;
703;Innsbruck-Land;70351;Seefeld in Tirol;844;944;0;0;1788;1577;88,20;1459;118;1;VP Tirol;778;53,32;2;SPÖ;119;8,16;3;FPÖ;248;17,00;4;Grüne;159;10,90;5;DU;79;5,41;6;Liberales Forum;68;4,66;7;VGÖ;4;0,27;8;ÖNP;4;0,27;
703;Innsbruck-Land;70352;Sellrain;484;502;0;0;986;903;91,58;794;109;1;VP Tirol;382;48,11;2;SPÖ;243;30,60;3;FPÖ;89;11,21;4;Grüne;47;5,92;5;DU;21;2,64;6;Liberales Forum;10;1,26;7;VGÖ;0;0,00;8;ÖNP;2;0,25;
703;Innsbruck-Land;70353;Sistrans;519;561;0;0;1080;971;89,91;909;62;1;VP Tirol;443;48,73;2;SPÖ;69;7,59;3;FPÖ;141;15,51;4;Grüne;148;16,28;5;DU;24;2,64;6;Liberales Forum;82;9,02;7;VGÖ;1;0,11;8;ÖNP;1;0,11;
703;Innsbruck-Land;70347;St. Sigmund im Sellrain;59;64;0;0;123;109;88,62;102;7;1;VP Tirol;70;68,63;2;SPÖ;10;9,80;3;FPÖ;18;17,65;4;Grüne;4;3,92;5;DU;0;0,00;6;Liberales Forum;0;0,00;7;VGÖ;0;0,00;8;ÖNP;0;0,00;
703;Innsbruck-Land;70355;Steinach am Brenner;1122;1145;0;0;2267;2027;89,41;1879;148;1;VP Tirol;863;45,93;2;SPÖ;322;17,14;3;FPÖ;306;16,29;4;Grüne;285;15,17;5;DU;50;2,66;6;Liberales Forum;42;2,24;7;VGÖ;2;0,11;8;ÖNP;9;0,48;
703;Innsbruck-Land;70356;Telfes im Stubai;435;452;0;0;887;806;90,87;767;39;1;VP Tirol;337;43,94;2;SPÖ;168;21,90;3;FPÖ;107;13,95;4;Grüne;112;14,60;5;DU;24;3,13;6;Liberales Forum;15;1,96;7;VGÖ;4;0,52;8;ÖNP;0;0,00;
703;Innsbruck-Land;70357;Telfs;3230;3647;0;0;6877;6101;88,72;5506;595;1;VP Tirol;2194;39,85;2;SPÖ;1463;26,57;3;FPÖ;962;17,47;4;Grüne;560;10,17;5;DU;87;1,58;6;Liberales Forum;200;3,63;7;VGÖ;15;0,27;8;ÖNP;25;0,45;
703;Innsbruck-Land;70358;Thaur;1066;1150;0;0;2216;2029;91,56;1876;153;1;VP Tirol;888;47,33;2;SPÖ;411;21,91;3;FPÖ;243;12,95;4;Grüne;230;12,26;5;DU;27;1,44;6;Liberales Forum;72;3,84;7;VGÖ;1;0,05;8;ÖNP;4;0,21;
703;Innsbruck-Land;70359;Trins;376;379;0;0;755;692;91,66;641;51;1;VP Tirol;345;53,82;2;SPÖ;91;14,20;3;FPÖ;91;14,20;4;Grüne;64;9,98;5;DU;30;4,68;6;Liberales Forum;16;2,50;7;VGÖ;2;0,31;8;ÖNP;2;0,31;
703;Innsbruck-Land;70360;Tulfes;400;394;0;0;794;741;93,32;692;49;1;VP Tirol;377;54,48;2;SPÖ;75;10,84;3;FPÖ;144;20,81;4;Grüne;53;7,66;5;DU;20;2,89;6;Liberales Forum;19;2,75;7;VGÖ;3;0,43;8;ÖNP;1;0,14;
