Landtagswahl 2008, 08.06.2008 (Bericht wurde generiert am 16.08.2013 um 11:08)
Bezirk_Id;Bezirk;Gemeinde_Id;Gemeinde;Wahlberechtigte männlich;Wahlberechtigte weiblich;Auslandstiroler Wahlberechtigte männlich;Auslandstiroler Wahlberechtigte weiblich;Wahlberechtigte gesamt;Abgegebene Stimmen;Wahlbeteiligung;Gültige Stimmen;Ungültige Stimmen;Nr./Wählergruppe1;Name/Wählergruppe1;Stimmen/Wählergruppe1;Prozente/Wählergruppe1;Nr./Wählergruppe2;Name/Wählergruppe2;Stimmen/Wählergruppe2;Prozente/Wählergruppe2;Nr./Wählergruppe3;Name/Wählergruppe3;Stimmen/Wählergruppe3;Prozente/Wählergruppe3;Nr./Wählergruppe4;Name/Wählergruppe4;Stimmen/Wählergruppe4;Prozente/Wählergruppe4;Nr./Wählergruppe5;Name/Wählergruppe5;Stimmen/Wählergruppe5;Prozente/Wählergruppe5;Nr./Wählergruppe6;Name/Wählergruppe6;Stimmen/Wählergruppe6;Prozente/Wählergruppe6;Nr./Wählergruppe7;Name/Wählergruppe7;Stimmen/Wählergruppe7;Prozente/Wählergruppe7;
702;Imst;70210;Mils bei Imst;215;209;0;0;424;295;69,58;288;7;1;ÖVP;143;49,65;2;SPÖ;45;15,63;3;GRÜNE;22;7,64;4;FPÖ;22;7,64;5;KPÖ;4;1,39;6;DC;15;5,21;7;FRITZ;37;12,85;
702;Imst;70211;Mötz;447;429;0;0;876;586;66,89;574;12;1;ÖVP;263;45,82;2;SPÖ;68;11,85;3;GRÜNE;52;9,06;4;FPÖ;64;11,15;5;KPÖ;4;0,70;6;DC;23;4,01;7;FRITZ;100;17,42;
702;Imst;70212;Nassereith;796;782;0;0;1578;959;60,77;938;21;1;ÖVP;410;43,71;2;SPÖ;145;15,46;3;GRÜNE;57;6,08;4;FPÖ;80;8,53;5;KPÖ;11;1,17;6;DC;31;3,30;7;FRITZ;204;21,75;
702;Imst;70213;Obsteig;421;420;0;0;841;588;69,92;573;15;1;ÖVP;296;51,66;2;SPÖ;51;8,90;3;GRÜNE;61;10,65;4;FPÖ;60;10,47;5;KPÖ;5;0,87;6;DC;12;2,09;7;FRITZ;88;15,36;
702;Imst;70214;Ötz;805;873;0;0;1678;1122;66,87;1098;24;1;ÖVP;590;53,73;2;SPÖ;156;14,21;3;GRÜNE;78;7,10;4;FPÖ;76;6,92;5;KPÖ;15;1,37;6;DC;13;1,18;7;FRITZ;170;15,48;
702;Imst;70215;Rietz;818;848;0;0;1666;980;58,82;953;27;1;ÖVP;321;33,68;2;SPÖ;178;18,68;3;GRÜNE;50;5,25;4;FPÖ;166;17,42;5;KPÖ;11;1,15;6;DC;23;2,41;7;FRITZ;204;21,41;
702;Imst;70216;Roppen;637;637;0;0;1274;927;72,76;914;13;1;ÖVP;388;42,45;2;SPÖ;354;38,73;3;GRÜNE;32;3,50;4;FPÖ;64;7,00;5;KPÖ;3;0,33;6;DC;7;0,77;7;FRITZ;66;7,22;
702;Imst;70218;Sautens;491;508;0;0;999;680;68,07;669;11;1;ÖVP;319;47,68;2;SPÖ;123;18,39;3;GRÜNE;58;8,67;4;FPÖ;67;10,01;5;KPÖ;5;0,75;6;DC;3;0,45;7;FRITZ;94;14,05;
702;Imst;70219;Silz;933;992;0;0;1925;1328;68,99;1303;25;1;ÖVP;599;45,97;2;SPÖ;293;22,49;3;GRÜNE;92;7,06;4;FPÖ;85;6,52;5;KPÖ;17;1,30;6;DC;30;2,30;7;FRITZ;187;14,35;
702;Imst;70220;Sölden;1111;1137;0;0;2248;1314;58,45;1280;34;1;ÖVP;740;57,81;2;SPÖ;99;7,73;3;GRÜNE;83;6,48;4;FPÖ;118;9,22;5;KPÖ;11;0,86;6;DC;14;1,09;7;FRITZ;215;16,80;
702;Imst;70217;St. Leonhard im Pitztal;579;577;0;0;1156;698;60,38;680;18;1;ÖVP;435;63,97;2;SPÖ;64;9,41;3;GRÜNE;19;2,79;4;FPÖ;88;12,94;5;KPÖ;1;0,15;6;DC;3;0,44;7;FRITZ;70;10,29;
702;Imst;70221;Stams;478;526;0;0;1004;643;64,04;626;17;1;ÖVP;294;46,96;2;SPÖ;71;11,34;3;GRÜNE;77;12,30;4;FPÖ;67;10,70;5;KPÖ;8;1,28;6;DC;8;1,28;7;FRITZ;101;16,13;
702;Imst;70222;Tarrenz;990;985;0;0;1975;1221;61,82;1184;37;1;ÖVP;507;42,82;2;SPÖ;206;17,40;3;GRÜNE;82;6,93;4;FPÖ;196;16,55;5;KPÖ;19;1,60;6;DC;29;2,45;7;FRITZ;145;12,25;
702;Imst;70223;Umhausen;1099;1103;0;0;2202;1613;73,25;1592;21;1;ÖVP;1096;68,84;2;SPÖ;151;9,48;3;GRÜNE;62;3,89;4;FPÖ;100;6,28;5;KPÖ;8;0,50;6;DC;24;1,51;7;FRITZ;151;9,48;
702;Imst;70224;Wenns;779;775;0;0;1554;939;60,42;917;22;1;ÖVP;466;50,82;2;SPÖ;124;13,52;3;GRÜNE;39;4,25;4;FPÖ;105;11,45;5;KPÖ;5;0,55;6;DC;12;1,31;7;FRITZ;166;18,10;
703;Innsbruck-Land;70301;Absam;2572;2718;0;0;5290;3438;64,99;3376;62;1;ÖVP;1057;31,31;2;SPÖ;597;17,68;3;GRÜNE;554;16,41;4;FPÖ;419;12,41;5;KPÖ;46;1,36;6;DC;57;1,69;7;FRITZ;646;19,14;
703;Innsbruck-Land;70302;Aldrans;770;794;0;0;1564;1001;64,00;991;10;1;ÖVP;414;41,78;2;SPÖ;75;7,57;3;GRÜNE;189;19,07;4;FPÖ;89;8,98;5;KPÖ;28;2,83;6;DC;7;0,71;7;FRITZ;189;19,07;
703;Innsbruck-Land;70303;Ampass;592;546;0;0;1138;708;62,21;694;14;1;ÖVP;248;35,73;2;SPÖ;69;9,94;3;GRÜNE;115;16,57;4;FPÖ;109;15,71;5;KPÖ;13;1,87;6;DC;9;1,30;7;FRITZ;131;18,88;
703;Innsbruck-Land;70304;Axams;2086;2216;0;0;4302;2712;63,04;2681;31;1;ÖVP;949;35,40;2;SPÖ;463;17,27;3;GRÜNE;380;14,17;4;FPÖ;311;11,60;5;KPÖ;37;1,38;6;DC;37;1,38;7;FRITZ;504;18,80;
703;Innsbruck-Land;70305;Baumkirchen;431;465;0;0;896;601;67,08;590;11;1;ÖVP;228;38,64;2;SPÖ;88;14,92;3;GRÜNE;55;9,32;4;FPÖ;78;13,22;5;KPÖ;5;0,85;6;DC;9;1,53;7;FRITZ;127;21,53;
703;Innsbruck-Land;70306;Birgitz;475;515;0;0;990;653;65,96;643;10;1;ÖVP;260;40,44;2;SPÖ;67;10,42;3;GRÜNE;78;12,13;4;FPÖ;59;9,18;5;KPÖ;8;1,24;6;DC;7;1,09;7;FRITZ;164;25,51;
703;Innsbruck-Land;70307;Ellbögen;438;415;0;0;853;664;77,84;649;15;1;ÖVP;325;50,08;2;SPÖ;81;12,48;3;GRÜNE;52;8,01;4;FPÖ;84;12,94;5;KPÖ;8;1,23;6;DC;2;0,31;7;FRITZ;97;14,95;
703;Innsbruck-Land;70308;Flaurling;402;458;0;0;860;608;70,70;600;8;1;ÖVP;274;45,67;2;SPÖ;124;20,67;3;GRÜNE;47;7,83;4;FPÖ;48;8,00;5;KPÖ;5;0,83;6;DC;12;2,00;7;FRITZ;90;15,00;
703;Innsbruck-Land;70309;Fritzens;785;805;0;0;1590;1028;64,65;1008;20;1;ÖVP;291;28,87;2;SPÖ;165;16,37;3;GRÜNE;93;9,23;4;FPÖ;141;13,99;5;KPÖ;20;1,98;6;DC;12;1,19;7;FRITZ;286;28,37;
703;Innsbruck-Land;70310;Fulpmes;1388;1422;0;0;2810;1872;66,62;1838;34;1;ÖVP;587;31,94;2;SPÖ;230;12,51;3;GRÜNE;173;9,41;4;FPÖ;239;13,00;5;KPÖ;12;0,65;6;DC;25;1,36;7;FRITZ;572;31,12;
703;Innsbruck-Land;70311;Gnadenwald;269;265;0;0;534;376;70,41;366;10;1;ÖVP;175;47,81;2;SPÖ;30;8,20;3;GRÜNE;51;13,93;4;FPÖ;29;7,92;5;KPÖ;7;1,91;6;DC;5;1,37;7;FRITZ;69;18,85;
703;Innsbruck-Land;70312;Götzens;1343;1490;0;0;2833;1775;62,65;1749;26;1;ÖVP;640;36,59;2;SPÖ;286;16,35;3;GRÜNE;220;12,58;4;FPÖ;163;9,32;5;KPÖ;26;1,49;6;DC;25;1,43;7;FRITZ;389;22,24;
703;Innsbruck-Land;70313;Gries am Brenner;505;474;0;0;979;703;71,81;692;11;1;ÖVP;288;41,62;2;SPÖ;113;16,33;3;GRÜNE;36;5,20;4;FPÖ;84;12,14;5;KPÖ;6;0,87;6;DC;17;2,46;7;FRITZ;148;21,39;
703;Innsbruck-Land;70314;Gries im Sellrain;228;234;0;0;462;302;65,37;294;8;1;ÖVP;154;52,38;2;SPÖ;51;17,35;3;GRÜNE;10;3,40;4;FPÖ;28;9,52;5;KPÖ;2;0,68;6;DC;0;0,00;7;FRITZ;49;16,67;
703;Innsbruck-Land;70315;Grinzens;509;512;0;0;1021;720;70,52;711;9;1;ÖVP;293;41,21;2;SPÖ;99;13,92;3;GRÜNE;82;11,53;4;FPÖ;70;9,85;5;KPÖ;8;1,13;6;DC;17;2,39;7;FRITZ;142;19,97;
703;Innsbruck-Land;70317;Gschnitz;184;164;0;0;348;238;68,39;235;3;1;ÖVP;124;52,77;2;SPÖ;24;10,21;3;GRÜNE;3;1,28;4;FPÖ;32;13,62;5;KPÖ;8;3,40;6;DC;3;1,28;7;FRITZ;41;17,45;
703;Innsbruck-Land;70354;Hall in Tirol;4048;4906;0;0;8954;5164;57,67;5063;101;1;ÖVP;1556;30,73;2;SPÖ;860;16,99;3;GRÜNE;780;15,41;4;FPÖ;677;13,37;5;KPÖ;94;1,86;6;DC;72;1,42;7;FRITZ;1024;20,23;
703;Innsbruck-Land;70318;Hatting;432;438;0;0;870;597;68,62;589;8;1;ÖVP;245;41,60;2;SPÖ;107;18,17;3;GRÜNE;66;11,21;4;FPÖ;33;5,60;5;KPÖ;12;2,04;6;DC;11;1,87;7;FRITZ;115;19,52;
703;Innsbruck-Land;70319;Inzing;1282;1314;0;0;2596;1769;68,14;1741;28;1;ÖVP;613;35,21;2;SPÖ;245;14,07;3;GRÜNE;268;15,39;4;FPÖ;208;11,95;5;KPÖ;21;1,21;6;DC;31;1,78;7;FRITZ;355;20,39;
703;Innsbruck-Land;70320;Kematen in Tirol;951;1016;0;0;1967;1295;65,84;1269;26;1;ÖVP;453;35,70;2;SPÖ;191;15,05;3;GRÜNE;172;13,55;4;FPÖ;122;9,61;5;KPÖ;19;1,50;6;DC;10;0,79;7;FRITZ;302;23,80;
703;Innsbruck-Land;70322;Kolsass;561;574;0;0;1135;733;64,58;721;12;1;ÖVP;209;28,99;2;SPÖ;106;14,70;3;GRÜNE;87;12,07;4;FPÖ;99;13,73;5;KPÖ;6;0,83;6;DC;18;2,50;7;FRITZ;196;27,18;
703;Innsbruck-Land;70323;Kolsassberg;276;293;0;0;569;375;65,91;371;4;1;ÖVP;161;43,40;2;SPÖ;46;12,40;3;GRÜNE;32;8,63;4;FPÖ;52;14,02;5;KPÖ;2;0,54;6;DC;10;2,70;7;FRITZ;68;18,33;
703;Innsbruck-Land;70325;Lans;342;353;0;0;695;473;68,06;467;6;1;ÖVP;210;44,97;2;SPÖ;38;8,14;3;GRÜNE;62;13,28;4;FPÖ;41;8,78;5;KPÖ;9;1,93;6;DC;3;0,64;7;FRITZ;104;22,27;
703;Innsbruck-Land;70326;Leutasch;737;769;0;0;1506;933;61,95;914;19;1;ÖVP;501;54,81;2;SPÖ;56;6,13;3;GRÜNE;55;6,02;4;FPÖ;90;9,85;5;KPÖ;4;0,44;6;DC;14;1,53;7;FRITZ;194;21,23;
703;Innsbruck-Land;70327;Matrei am Brenner;371;373;0;0;744;485;65,19;470;15;1;ÖVP;145;30,85;2;SPÖ;137;29,15;3;GRÜNE;29;6,17;4;FPÖ;44;9,36;5;KPÖ;5;1,06;6;DC;5;1,06;7;FRITZ;105;22,34;
703;Innsbruck-Land;70328;Mieders;570;642;0;0;1212;861;71,04;848;13;1;ÖVP;273;32,19;2;SPÖ;64;7,55;3;GRÜNE;108;12,74;4;FPÖ;78;9,20;5;KPÖ;6;0,71;6;DC;6;0,71;7;FRITZ;313;36,91;
703;Innsbruck-Land;70329;Mils;1544;1623;0;0;3167;2113;66,72;2073;40;1;ÖVP;736;35,50;2;SPÖ;238;11,48;3;GRÜNE;336;16,21;4;FPÖ;293;14,13;5;KPÖ;32;1,54;6;DC;33;1,59;7;FRITZ;405;19,54;
703;Innsbruck-Land;70330;Mühlbachl;490;520;0;0;1010;710;70,30;686;24;1;ÖVP;380;55,39;2;SPÖ;122;17,78;3;GRÜNE;40;5,83;4;FPÖ;52;7,58;5;KPÖ;8;1,17;6;DC;8;1,17;7;FRITZ;76;11,08;
703;Innsbruck-Land;70331;Mutters;725;805;0;0;1530;1073;70,13;1049;24;1;ÖVP;453;43,18;2;SPÖ;116;11,06;3;GRÜNE;121;11,53;4;FPÖ;88;8,39;5;KPÖ;7;0,67;6;DC;20;1,91;7;FRITZ;244;23,26;
703;Innsbruck-Land;70332;Natters;747;748;0;0;1495;1019;68,16;1002;17;1;ÖVP;368;36,73;2;SPÖ;144;14,37;3;GRÜNE;172;17,17;4;FPÖ;81;8,08;5;KPÖ;18;1,80;6;DC;17;1,70;7;FRITZ;202;20,16;
703;Innsbruck-Land;70333;Navis;777;766;0;0;1543;1079;69,93;1063;16;1;ÖVP;542;50,99;2;SPÖ;146;13,73;3;GRÜNE;43;4,05;4;FPÖ;119;11,19;5;KPÖ;5;0,47;6;DC;10;0,94;7;FRITZ;198;18,63;
703;Innsbruck-Land;70334;Neustift im Stubaital;1639;1612;0;0;3251;2211;68,01;2192;19;1;ÖVP;869;39,64;2;SPÖ;195;8,90;3;GRÜNE;156;7,12;4;FPÖ;262;11,95;5;KPÖ;7;0,32;6;DC;41;1,87;7;FRITZ;662;30,20;
703;Innsbruck-Land;70335;Oberhofen im Inntal;646;640;0;0;1286;809;62,91;795;14;1;ÖVP;316;39,75;2;SPÖ;134;16,86;3;GRÜNE;73;9,18;4;FPÖ;95;11,95;5;KPÖ;10;1,26;6;DC;17;2,14;7;FRITZ;150;18,87;
703;Innsbruck-Land;70336;Obernberg am Brenner;163;132;0;0;295;226;76,61;220;6;1;ÖVP;151;68,64;2;SPÖ;14;6,36;3;GRÜNE;8;3,64;4;FPÖ;5;2,27;5;KPÖ;1;0,45;6;DC;3;1,36;7;FRITZ;38;17,27;
703;Innsbruck-Land;70337;Oberperfuss;1087;1108;0;0;2195;1577;71,85;1548;29;1;ÖVP;690;44,57;2;SPÖ;222;14,34;3;GRÜNE;169;10,92;4;FPÖ;129;8,33;5;KPÖ;13;0,84;6;DC;17;1,10;7;FRITZ;308;19,90;
703;Innsbruck-Land;70338;Patsch;379;392;0;0;771;481;62,39;472;9;1;ÖVP;188;39,83;2;SPÖ;71;15,04;3;GRÜNE;75;15,89;4;FPÖ;45;9,53;5;KPÖ;3;0,64;6;DC;4;0,85;7;FRITZ;86;18,22;
703;Innsbruck-Land;70339;Pettnau;381;360;0;0;741;481;64,91;471;10;1;ÖVP;221;46,92;2;SPÖ;38;8,07;3;GRÜNE;53;11,25;4;FPÖ;51;10,83;5;KPÖ;11;2,34;6;DC;7;1,49;7;FRITZ;90;19,11;
703;Innsbruck-Land;70340;Pfaffenhofen;382;390;0;0;772;486;62,95;482;4;1;ÖVP;131;27,18;2;SPÖ;124;25,73;3;GRÜNE;58;12,03;4;FPÖ;56;11,62;5;KPÖ;7;1,45;6;DC;8;1,66;7;FRITZ;98;20,33;
703;Innsbruck-Land;70341;Pfons;498;509;0;0;1007;741;73,58;734;7;1;ÖVP;302;41,14;2;SPÖ;101;13,76;3;GRÜNE;54;7,36;4;FPÖ;76;10,35;5;KPÖ;9;1,23;6;DC;13;1,77;7;FRITZ;179;24,39;
703;Innsbruck-Land;70342;Polling in Tirol;340;335;0;0;675;398;58,96;389;9;1;ÖVP;104;26,74;2;SPÖ;101;25,96;3;GRÜNE;25;6,43;4;FPÖ;57;14,65;5;KPÖ;3;0,77;6;DC;6;1,54;7;FRITZ;93;23,91;
703;Innsbruck-Land;70343;Ranggen;357;366;0;0;723;492;68,05;480;12;1;ÖVP;203;42,29;2;SPÖ;56;11,67;3;GRÜNE;54;11,25;4;FPÖ;59;12,29;5;KPÖ;10;2,08;6;DC;5;1,04;7;FRITZ;93;19,38;
703;Innsbruck-Land;70344;Reith bei Seefeld;396;427;0;0;823;519;63,06;511;8;1;ÖVP;224;43,84;2;SPÖ;37;7,24;3;GRÜNE;44;8,61;4;FPÖ;80;15,66;5;KPÖ;5;0,98;6;DC;9;1,76;7;FRITZ;112;21,92;
703;Innsbruck-Land;70345;Rinn;571;563;0;0;1134;812;71,60;807;5;1;ÖVP;348;43,12;2;SPÖ;103;12,76;3;GRÜNE;90;11,15;4;FPÖ;94;11,65;5;KPÖ;4;0,50;6;DC;10;1,24;7;FRITZ;158;19,58;
703;Innsbruck-Land;70346;Rum;3079;3601;0;0;6680;4178;62,54;4117;61;1;ÖVP;1002;24,34;2;SPÖ;1016;24,68;3;GRÜNE;500;12,14;4;FPÖ;614;14,91;5;KPÖ;49;1,19;6;DC;45;1,09;7;FRITZ;891;21,64;
703;Innsbruck-Land;70348;Scharnitz;413;445;0;0;858;524;61,07;518;6;1;ÖVP;203;39,19;2;SPÖ;90;17,37;3;GRÜNE;28;5,41;4;FPÖ;53;10,23;5;KPÖ;6;1,16;6;DC;8;1,54;7;FRITZ;130;25,10;
703;Innsbruck-Land;70349;Schmirn;356;338;0;0;694;575;82,85;567;8;1;ÖVP;376;66,31;2;SPÖ;48;8,47;3;GRÜNE;5;0,88;4;FPÖ;35;6,17;5;KPÖ;3;0,53;6;DC;5;0,88;7;FRITZ;95;16,75;
703;Innsbruck-Land;70350;Schönberg im Stubaital;360;350;0;0;710;520;73,24;508;12;1;ÖVP;203;39,96;2;SPÖ;62;12,20;3;GRÜNE;50;9,84;4;FPÖ;25;4,92;5;KPÖ;5;0,98;6;DC;2;0,39;7;FRITZ;161;31,69;
703;Innsbruck-Land;70351;Seefeld in Tirol;902;1008;0;0;1910;1160;60,73;1141;19;1;ÖVP;530;46,45;2;SPÖ;77;6,75;3;GRÜNE;121;10,60;4;FPÖ;127;11,13;5;KPÖ;7;0,61;6;DC;9;0,79;7;FRITZ;270;23,66;
703;Innsbruck-Land;70352;Sellrain;559;552;0;0;1111;819;73,72;805;14;1;ÖVP;316;39,25;2;SPÖ;255;31,68;3;GRÜNE;31;3,85;4;FPÖ;58;7,20;5;KPÖ;10;1,24;6;DC;8;0,99;7;FRITZ;127;15,78;
703;Innsbruck-Land;70353;Sistrans;699;763;0;0;1462;986;67,44;967;19;1;ÖVP;403;41,68;2;SPÖ;94;9,72;3;GRÜNE;179;18,51;4;FPÖ;99;10,24;5;KPÖ;11;1,14;6;DC;14;1,45;7;FRITZ;167;17,27;
703;Innsbruck-Land;70347;St. Sigmund im Sellrain;62;70;0;0;132;88;66,67;87;1;1;ÖVP;54;62,07;2;SPÖ;3;3,45;3;GRÜNE;3;3,45;4;FPÖ;11;12,64;5;KPÖ;1;1,15;6;DC;0;0,00;7;FRITZ;15;17,24;
703;Innsbruck-Land;70355;Steinach am Brenner;1253;1294;0;0;2547;1703;66,86;1672;31;1;ÖVP;646;38,64;2;SPÖ;275;16,45;3;GRÜNE;153;9,15;4;FPÖ;208;12,44;5;KPÖ;17;1,02;6;DC;14;0,84;7;FRITZ;359;21,47;
703;Innsbruck-Land;70356;Telfes im Stubai;567;527;0;0;1094;715;65,36;702;13;1;ÖVP;273;38,89;2;SPÖ;89;12,68;3;GRÜNE;82;11,68;4;FPÖ;57;8,12;5;KPÖ;23;3,28;6;DC;7;1,00;7;FRITZ;171;24,36;
703;Innsbruck-Land;70357;Telfs;4883;5167;0;0;10050;5657;56,29;5569;88;1;ÖVP;1376;24,71;2;SPÖ;913;16,39;3;GRÜNE;756;13,58;4;FPÖ;1257;22,57;5;KPÖ;82;1,47;6;DC;90;1,62;7;FRITZ;1095;19,66;
703;Innsbruck-Land;70358;Thaur;1386;1437;0;0;2823;1963;69,54;1942;21;1;ÖVP;712;36,66;2;SPÖ;432;22,25;3;GRÜNE;228;11,74;4;FPÖ;199;10,25;5;KPÖ;23;1,18;6;DC;20;1,03;7;FRITZ;328;16,89;
703;Innsbruck-Land;70359;Trins;489;480;0;0;969;703;72,55;684;19;1;ÖVP;290;42,40;2;SPÖ;91;13,30;3;GRÜNE;50;7,31;4;FPÖ;58;8,48;5;KPÖ;13;1,90;6;DC;14;2,05;7;FRITZ;168;24,56;
703;Innsbruck-Land;70360;Tulfes;547;547;0;0;1094;756;69,10;734;22;1;ÖVP;313;42,64;2;SPÖ;69;9,40;3;GRÜNE;67;9,13;4;FPÖ;107;14,58;5;KPÖ;24;3,27;6;DC;12;1,63;7;FRITZ;142;19,35;
703;Innsbruck-Land;70361;Unterperfuss;84;94;0;0;178;116;65,17;114;2;1;ÖVP;62;54,39;2;SPÖ;27;23,68;3;GRÜNE;3;2,63;4;FPÖ;9;7,89;5;KPÖ;0;0,00;6;DC;2;1,75;7;FRITZ;11;9,65;
703;Innsbruck-Land;70362;Vals;218;212;0;0;430;344;80,00;343;1;1;ÖVP;216;62,97;2;SPÖ;32;9,33;3;GRÜNE;11;3,21;4;FPÖ;32;9,33;5;KPÖ;5;1,46;6;DC;5;1,46;7;FRITZ;42;12,24;
703;Innsbruck-Land;70364;Völs;2473;2691;0;0;5164;3265;63,23;3214;51;1;ÖVP;1059;32,95;2;SPÖ;491;15,28;3;GRÜNE;446;13,88;4;FPÖ;409;12,73;5;KPÖ;67;2,08;6;DC;56;1,74;7;FRITZ;686;21,34;
703;Innsbruck-Land;70365;Volders;1623;1671;0;0;3294;2050;62,23;2020;30;1;ÖVP;668;33,07;2;SPÖ;287;14,21;3;GRÜNE;188;9,31;4;FPÖ;328;16,24;5;KPÖ;35;1,73;6;DC;33;1,63;7;FRITZ;481;23,81;
703;Innsbruck-Land;70366;Wattenberg;269;269;0;0;538;415;77,14;408;7;1;ÖVP;218;53,43;2;SPÖ;11;2,70;3;GRÜNE;25;6,13;4;FPÖ;64;15,69;5;KPÖ;3;0,74;6;DC;10;2,45;7;FRITZ;77;18,87;
703;Innsbruck-Land;70367;Wattens;2793;3140;0;0;5933;3560;60,00;3497;63;1;ÖVP;1004;28,71;2;SPÖ;550;15,73;3;GRÜNE;344;9,84;4;FPÖ;578;16,53;5;KPÖ;40;1,14;6;DC;64;1,83;7;FRITZ;917;26,22;
703;Innsbruck-Land;70368;Wildermieming;298;312;0;0;610;459;75,25;446;13;1;ÖVP;224;50,22;2;SPÖ;61;13,68;3;GRÜNE;46;10,31;4;FPÖ;56;12,56;5;KPÖ;6;1,35;6;DC;1;0,22;7;FRITZ;52;11,66;
703;Innsbruck-Land;70369;Zirl;2572;2738;0;0;5310;3257;61,34;3206;51;1;ÖVP;858;26,76;2;SPÖ;509;15,88;3;GRÜNE;516;16,09;4;FPÖ;426;13,29;5;KPÖ;57;1,78;6;DC;48;1,50;7;FRITZ;792;24,70;
704;Kitzbühel;70401;Aurach bei Kitzbühel;449;454;0;0;903;519;57,48;512;7;1;ÖVP;225;43,95;2;SPÖ;67;13,09;3;GRÜNE;39;7,62;4;FPÖ;62;12,11;5;KPÖ;9;1,76;6;DC;4;0,78;7;FRITZ;106;20,70;
704;Kitzbühel;70402;Brixen im Thale;913;1011;0;0;1924;1247;64,81;1226;21;1;ÖVP;655;53,43;2;SPÖ;223;18,19;3;GRÜNE;75;6,12;4;FPÖ;107;8,73;5;KPÖ;5;0,41;6;DC;7;0,57;7;FRITZ;154;12,56;
